,sentence,label,NN,JJ,PRP
3052,"[""I'm"", 'supposed', 'to', 'care', 'as', 'much', 'now', 'as', 'then', ',', 'as', 'much', 'here', 'as', 'there', ',', 'she', 'realized', ',', 'with', 'a', 'sigh', '.']",romance,2,0,0
3053,"['This', 'letter', 'would', 'have', 'got', 'to', 'me', 'if', 'she', ""hadn't"", 'even', 'put', 'Rome', ',', 'Italy', ',', 'on', 'it', '.']",romance,3,0,0
3054,"['She', 'refolded', 'the', 'letter', ',', 'replaced', 'it', 'in', 'its', 'envelope', ',', 'and', 'turned', 'with', 'relief', 'to', 'one', 'from', 'her', 'brother', 'George', '.']",romance,5,0,0
3055,"['But', 'alas', 'George', ',', 'when', 'he', 'had', 'written', ',', 'had', 'only', 'just', 'returned', 'from', 'going', 'to', 'Tuxapoka', 'to', 'Cousin', ""Elec's"", 'funeral', '.']",romance,5,0,0
3056,"['He', 'was', 'full', 'of', 'heavy', 'family', 'reminiscence', '.']",romance,2,2,0
3057,"['All', 'the', 'fine', 'old', 'stock', 'was', 'dying', 'out', ',', 'look', 'at', 'the', 'world', 'today', '.']",romance,4,2,0
3058,"['His', 'own', 'children', 'had', 'suffered', 'from', 'the', 'weakening', 'of', 'those', 'values', 'which', 'he', 'and', 'Theresa', 'had', 'always', 'taken', 'for', 'granted', ',', 'and', 'as', 'for', 'his', 'grandchildren', '(', 'he', 'had', 'one', 'so', 'far', ',', 'still', 'in', 'diapers', ')', ',', 'he', 'shuddered', 'to', 'think', 'that', 'the', 'true', 'meaning', 'of', 'character', 'might', 'never', 'dawn', 'on', 'them', 'at', 'all', '.']",romance,8,2,0
3059,"['A', 'life', 'of', 'gentility', 'and', 'principle', 'such', 'as', 'Cousin', 'Elec', 'had', 'lived', 'had', 'to', 'be', 'known', 'at', 'first', 'hand', '.']",romance,6,2,0
3060,"['Poor', 'George', '!', '!']",romance,2,0,0
3061,"['The', 'only', 'boy', ',', 'the', 'family', 'darling', '.']",romance,3,1,0
3062,"['Together', 'with', 'her', 'mother', ',', 'both', 'of', 'them', 'tense', 'with', 'worry', 'lest', 'things', 'should', 'somehow', 'go', 'wrong', '.']",romance,3,2,0
3063,"['Theresa', 'had', 'seen', 'him', 'through', 'the', 'right', 'college', ',', 'into', 'the', 'right', 'fraternity', ',', 'and', 'though', 'pursued', 'by', 'various', 'girls', 'and', 'various', 'mammas', 'of', 'girls', ',', 'safely', 'married', 'to', 'the', 'right', 'sort', ',', 'however', 'much', 'in', 'the', 'early', 'years', 'of', 'that', 'match', 'his', 'wife', ',', 'Anne', ',', 'had', 'not', 'seemed', 'to', 'understand', 'poor', 'George', '.']",romance,12,7,0
3064,"['Could', 'it', 'just', 'be', ',', 'Theresa', 'wondered', ',', 'that', 'Anne', 'had', 'understood', 'only', 'too', 'well', ',', 'and', 'that', 'George', 'all', 'along', 'was', 'extraordinary', 'only', 'in', 'the', 'degree', 'to', 'which', 'he', 'was', 'dull', '?', '?']",romance,4,1,0
3065,"['As', 'for', 'Cousin', 'Alexander', 'Carraway', ',', 'the', 'only', 'thing', 'Theresa', 'could', 'remember', 'at', 'the', 'moment', 'about', 'him', '(', 'except', 'his', 'paper', 'knife', ')', 'was', 'that', 'he', 'had', 'had', 'exceptionally', 'long', 'hands', 'and', 'feet', 'and', 'one', 'night', 'about', 'one', ""o'clock"", 'in', 'the', 'morning', 'the', 'whole', 'Stubblefield', 'family', 'had', 'been', 'aroused', 'to', 'go', 'next', 'door', 'at', 'Cousin', ""Emma's"", 'call', '--', 'first', 'Papa', ',', 'then', 'Mother', ',', 'then', 'Theresa', 'and', 'George', '.']",romance,23,5,0
3066,"['There', 'they', 'all', 'did', 'their', 'uttermost', 'to', 'help', 'Cousin', 'Elec', 'get', 'a', 'cramp', 'out', 'of', 'his', 'foot', '.']",romance,5,0,0
3067,"['He', 'had', 'hobbled', 'downstairs', 'into', 'the', 'parlor', ',', 'in', 'his', 'agony', ',', 'and', 'was', 'sitting', ',', 'wrapped', 'in', 'his', 'bathrobe', ',', 'on', 'a', 'footstool', '.']",romance,5,0,0
3068,"['He', 'held', 'his', 'long', 'clenched', 'foot', 'in', 'both', 'hands', ',', 'and', 'this', 'and', 'his', 'contorted', 'face', '--', 'he', 'was', 'trying', 'heroically', 'not', 'to', 'cry', 'out', '--', 'made', 'him', 'look', 'like', 'a', 'large', 'skinny', 'old', 'monkey', '.']",romance,4,6,0
3069,"['They', 'all', 'surrounded', 'him', ',', 'the', 'family', 'circle', ',', 'Theresa', 'and', 'George', 'as', 'solemn', 'as', 'if', 'they', 'were', 'watching', 'the', 'cat', 'have', 'kittens', ',', 'and', 'Cousin', 'Emma', 'running', 'back', 'and', 'forth', 'with', 'a', 'kettle', 'of', 'hot', 'water', 'which', 'she', 'poured', 'steaming', 'into', 'a', 'white', 'enamelled', 'pan', '.']",romance,11,3,0
3070,"['``', 'Can', 'you', 'think', 'of', 'anything', 'to', 'do', ""''"", '?', '?']",romance,1,0,0
3071,"['She', 'kept', 'repeating', '.']",romance,0,0,0
3072,"['``', 'I', 'hate', 'to', 'call', 'the', 'doctor', 'but', 'if', 'this', 'keeps', 'up', ""I'll"", 'just', 'have', 'to', '!', '!']",romance,2,0,0
3073,"['Can', 'you', 'think', 'of', 'anything', 'to', 'do', ""''"", '?', '?']",romance,1,0,0
3074,"['``', 'You', 'might', 'treat', 'it', 'like', 'the', 'hiccups', ""''"", ',', 'said', 'Papa', '.']",romance,2,0,0
3075,"['``', 'Drop', 'a', 'cold', 'key', 'down', 'his', 'back', ""''"", '.']",romance,2,1,0
3076,"['``', 'I', 'just', 'hope', 'this', 'happens', 'to', 'you', 'someday', ""''"", ',', 'said', 'Cousin', 'Elec', ',', 'who', 'was', 'not', 'at', 'his', 'best', '.']",romance,2,2,0
3077,"['``', 'Poor', 'Cousin', 'Elec', ""''"", ',', 'George', 'said', '.']",romance,4,0,0
3078,"['He', 'was', 'younger', 'than', 'Theresa', ':', 'she', 'remembered', 'looking', 'down', 'and', 'seeing', 'his', 'great', 'round', 'eyes', ',', 'while', 'at', 'the', 'same', 'time', 'she', 'was', 'dimly', 'aware', 'that', 'her', 'mother', 'and', 'father', 'were', 'not', 'unamused', '.']",romance,5,6,0
3079,"['``', 'Poor', 'Cousin', 'Elec', ""''"", '.']",romance,3,0,0
3080,"['Now', ',', 'here', 'they', 'both', 'were', ',', 'still', 'the', 'same', ',', 'George', 'full', 'of', 'round-eyed', 'woe', ',', 'and', 'Cousin', 'Emma', 'in', 'despair', '.']",romance,5,3,0
3081,"['Theresa', 'shifted', 'to', 'a', 'new', 'page', '.']",romance,2,1,0
3082,"['``', 'Of', 'course', '(', ""George's"", 'letter', 'continued', ')', ',', 'there', 'are', 'practical', 'problems', 'to', 'be', 'considered', '.']",romance,4,1,0
3083,"['Cousin', 'Emma', 'is', 'alone', 'in', 'that', 'big', 'old', 'house', 'and', ""won't"", 'hear', 'to', 'parting', 'from', 'it', '.']",romance,4,3,0
3084,"['Robbie', 'and', 'Beryl', 'tried', 'their', 'best', 'to', 'persuade', 'her', 'to', 'come', 'and', 'stay', 'with', 'them', ',', 'and', 'Anne', 'and', 'I', 'have', 'told', 'her', ""she's"", 'more', 'than', 'welcome', 'here', ',', 'but', 'I', 'think', 'she', 'feels', 'that', 'she', 'might', 'be', 'an', 'imposition', ',', 'especially', 'as', 'long', 'as', 'our', 'Rosie', 'is', 'still', 'in', 'high', 'school', '.']",romance,8,3,0
3085,"['The', 'other', 'possibility', 'is', 'to', 'make', 'arrangements', 'for', 'her', 'to', 'let', 'out', 'one', 'or', 'two', 'of', 'the', 'rooms', 'to', 'some', 'teacher', 'of', 'good', 'family', 'or', 'one', 'of', 'those', 'solitary', 'old', 'ladies', 'that', 'Tuxapoka', 'is', 'populated', 'with', '--', 'Miss', 'Edna', 'Whittaker', ',', 'for', 'example', '.']",romance,11,4,0
3086,"['But', 'there', 'is', 'more', 'in', 'this', 'than', 'meets', 'the', 'eye', '.']",romance,1,1,0
3087,"['A', 'new', 'bathroom', 'would', 'certainly', 'have', 'to', 'be', 'put', 'in', '.']",romance,1,1,0
3088,"['The', 'wallpaper', 'in', 'the', 'back', 'bedroom', 'is', 'literally', 'crumbling', 'off', '.']",romance,2,1,0
3089,"[""''"", '(', 'Theresa', 'skipped', 'a', 'page', 'of', 'details', 'about', 'the', 'house', '.']",romance,4,0,0
3090,"[')', '``', 'I', 'hope', 'if', 'you', 'have', 'any', 'ideas', 'along', 'these', 'lines', 'you', 'will', 'write', 'me', 'about', 'them', '.']",romance,2,0,0
3091,"['I', 'may', 'settle', 'on', 'some', 'makeshift', 'arrangements', 'for', 'the', 'summer', 'and', 'wait', 'until', 'you', 'return', 'in', 'the', 'fall', 'so', 'we', 'can', 'work', 'out', 'together', 'the', 'best', '.']",romance,5,1,0
3092,"[""''""]",romance,0,0,0
3093,"['I', 'really', ""shouldn't"", 'have', 'smoked', 'a', 'cigarette', 'so', 'early', 'in', 'the', 'day', ',', 'thought', 'Theresa', ',', 'it', 'always', 'makes', 'me', 'sick', '.']",romance,3,1,0
3094,"[""I'll"", 'start', 'sneezing', 'in', 'a', 'minute', ',', 'sitting', 'on', 'these', 'cold', 'steps', '.']",romance,4,1,0
3095,"['She', 'got', 'up', ',', 'standing', 'uncertainly', 'for', 'a', 'moment', ',', 'then', 'moving', 'aside', 'to', 'let', 'go', 'past', 'her', ',', 'talking', ',', 'a', 'group', 'of', 'young', 'men', '.']",romance,3,1,0
3096,"['They', 'wore', 'shoes', 'with', 'pointed', 'toes', ',', 'odd', 'to', 'American', 'eyes', ',', 'and', 'narrow', 'trousers', ',', 'and', 'their', 'hair', 'looked', 'unnaturally', 'black', 'and', 'slick', '.']",romance,6,4,0
3097,"['Yet', 'here', 'they', 'were', 'obviously', 'thought', 'to', 'be', 'handsome', ',', 'and', 'felt', 'themselves', 'to', 'be', 'so', '.']",romance,0,0,0
3098,"['Just', 'then', 'a', 'man', 'approached', 'her', 'with', 'a', 'tray', 'of', 'cheap', 'cameos', ',', 'Parker', 'fountain', 'pens', ',', 'rosaries', ',', 'papal', 'portraits', '.']",romance,8,2,0
3099,"['``', 'No', ""''"", ',', 'said', 'Theresa', '.']",romance,1,0,0
3100,"['``', 'No', ',', 'no', ""''"", '!', '!']",romance,0,0,0
3101,"['She', 'said', '.']",romance,0,0,0
3102,"['The', 'man', 'did', 'not', 'wish', 'to', 'leave', '.']",romance,1,0,0
3103,"['He', 'knew', 'how', 'to', 'spread', 'himself', 'against', 'the', 'borders', 'of', 'the', 'space', 'that', 'had', 'to', 'separate', 'them', '.']",romance,2,0,0
3104,"['Carrozza', 'rides', 'in', 'the', 'park', ',', 'the', 'Colosseum', 'by', 'moonlight', ',', 'he', 'specialized', '.']",romance,5,0,0
3105,"['Theresa', 'turned', 'away', 'to', 'escape', ',', 'and', 'climbed', 'to', 'a', 'higher', 'landing', 'where', 'the', 'steps', 'divided', 'in', 'two', '.']",romance,3,1,0
3106,"['There', 'she', 'walked', 'to', 'the', 'far', 'left', 'and', 'leaned', 'on', 'a', 'vacant', 'section', 'of', 'banister', ',', 'while', 'the', 'vendor', 'picked', 'himself', 'another', 'well-dressed', 'American', 'lady', ',', 'carrying', 'a', 'camera', 'and', 'a', 'handsome', 'alligator', 'bag', ',', 'ascending', 'the', 'steps', 'alone', '.']",romance,9,4,0
3107,"['Was', 'he', 'ever', 'successful', ',', 'Theresa', 'wondered', '.']",romance,2,1,0
3108,"['The', 'lady', 'with', 'the', 'alligator', 'bag', 'registered', 'interest', ',', 'doubt', ',', 'then', 'indignation', ';', ';']",romance,6,0,0
3109,"['at', 'last', ',', 'alarm', '.']",romance,1,1,0
3110,"['She', 'cast', 'about', 'as', 'though', 'looking', 'for', 'a', 'policeman', ':', 'this', 'really', ""shouldn't"", 'be', 'allowed', '!', '!']",romance,1,1,0
3111,"['Finally', ',', 'she', 'scurried', 'away', 'up', 'the', 'steps', '.']",romance,1,0,0
3112,"['Theresa', 'Stubblefield', ',', 'still', 'holding', 'the', 'family', 'letters', 'in', 'one', 'hand', ',', 'realized', 'that', 'her', 'whole', 'trip', 'to', 'Europe', 'was', 'viewed', 'in', 'family', 'circles', 'as', 'an', 'interlude', 'between', 'Cousin', ""Elec's"", 'death', 'and', '``', 'doing', 'something', ""''"", 'about', 'Cousin', 'Emma', '.']",romance,16,1,0
3113,"['They', 'were', 'even', ',', 'Anne', 'and', 'George', ',', 'probably', 'thinking', 'themselves', 'very', 'considerate', 'in', 'not', 'hinting', 'that', 'she', 'really', 'should', 'cut', 'out', '``', 'one', 'or', 'two', 'countries', ""''"", 'and', 'come', 'home', 'in', 'August', 'to', 'get', 'Cousin', ""Emma's"", 'house', 'ready', 'before', 'the', 'teachers', 'came', 'to', 'Tuxapoka', 'in', 'September', '.']",romance,12,0,0
3114,"['Of', 'course', ',', 'it', ""wasn't"", 'Anne', 'and', ""George's"", 'fault', 'that', 'one', 'family', 'crisis', 'seemed', 'to', 'follow', 'another', ',', 'and', ""weren't"", 'they', 'always', 'emphasizing', 'that', 'they', 'really', ""didn't"", 'know', 'what', 'they', 'would', 'do', 'without', 'Theresa', '?', '?']",romance,7,0,0
3115,"['The', 'trouble', 'is', ',', 'Theresa', 'thought', ',', 'that', 'while', 'everything', 'that', 'happens', 'there', 'is', 'supposed', 'to', 'matter', 'supremely', ',', 'nothing', 'here', 'is', 'supposed', 'even', 'to', 'exist', '.']",romance,4,0,0
3116,"['They', 'would', 'not', 'care', 'if', 'all', 'of', 'Europe', 'were', 'to', 'sink', 'into', 'the', 'ocean', 'tomorrow', '.']",romance,3,0,0
3117,"['It', 'never', 'registered', 'with', 'them', 'that', 'I', 'had', 'time', 'to', 'read', 'all', 'of', 'Balzac', ',', 'Dickens', ',', 'and', 'Stendhal', 'while', 'Papa', 'was', 'dying', ',', 'not', 'to', 'mention', 'everything', 'in', 'the', 'city', 'library', 'after', ""Mother's"", 'operation', '.']",romance,10,0,0
3118,"['It', 'would', 'have', 'been', 'exactly', 'the', 'same', 'to', 'them', 'if', 'I', 'had', 'read', 'through', 'all', 'twenty-six', 'volumes', 'of', 'Elsie', 'Dinsmore', '.']",romance,3,2,0
3119,"['She', 'arranged', 'the', 'letters', 'carefully', ',', 'one', 'on', 'top', 'of', 'the', 'other', '.']",romance,2,1,0
3120,"['Then', ',', 'with', 'a', 'motion', 'so', 'suddenly', 'violent', 'that', 'she', 'amazed', 'herself', ',', 'she', 'tore', 'them', 'in', 'two', '.']",romance,2,0,0
3121,"['``', 'Signora', ""''"", '?', '?']",romance,1,0,0
3122,"['She', 'became', 'aware', 'that', 'two', 'Italian', 'workmen', ',', 'carrying', 'a', 'large', 'azalea', 'pot', ',', 'were', 'standing', 'before', 'her', 'and', 'wanted', 'her', 'to', 'move', 'so', 'that', 'they', 'could', 'begin', 'arranging', 'a', 'new', 'row', 'of', 'the', 'display', '.']",romance,5,4,0
3123,"['``', 'Mi', 'diapiace', ',', 'Signora', ',', 'ma', 'insomma', '.']",romance,5,0,0
3124,"[""''""]",romance,0,0,0
3125,"['``', 'Oh', 'put', 'it', 'there', ""''"", '!', '!']",romance,0,0,0
3126,"['She', 'indicated', 'a', 'spot', 'a', 'little', 'distance', 'away', '.']",romance,2,1,0
3127,"['I', 'knew', 'it', 'as', 'surely', 'as', 'everybody', 'in', 'Westfield', '--', 'that', 'Lucille', 'was', 'a', 'husband', 'stealer', '.']",romance,5,0,0
3128,"['You', ""can't"", 'keep', 'that', 'kind', 'of', 'information', 'quiet', 'in', 'a', 'town', 'of', 'only', '4000-plus', '.']",romance,4,1,0
3129,"['And', ""I've"", 'been', 'told', 'that', 'just', 'about', 'every', 'town', ',', 'no', 'matter', 'what', 'its', 'size', ',', 'has', 'its', 'Lucille', 'Warren', '.']",romance,6,0,0
3130,"['Just', 'as', 'it', 'has', 'its', 'Susan', 'Dolan', ',', 'though', ""nobody'd"", 'ever', 'bothered', 'to', 'tell', 'me', 'that', '.']",romance,2,1,0
3131,"['Susan', 'Dolan', ',', ""that's"", 'me', '.']",romance,2,0,0
3132,"['They', 'even', 'talked', 'about', 'Lucille', 'down', 'at', 'the', 'Young', ""Christians'"", 'League', 'where', 'I', 'spent', 'a', 'lot', 'of', 'time', 'in', 'Bible', 'classes', 'and', 'helping', 'out', 'with', 'the', 'office', 'work', 'for', 'our', 'foreign', 'mission', '.']",romance,10,2,0
3133,"['I', 'never', 'heard', 'my', 'folks', 'talk', 'about', 'her', ',', 'though', '.']",romance,1,0,0
3134,"['They', 'were', 'good-living', 'religious', 'people', ',', 'and', 'I', 'can', 'truthfully', 'say', 'I', 'never', 'heard', 'them', 'spread', 'any', 'gossip', 'about', 'anybody', '.']",romance,3,1,0
3135,"['Even', 'if', 'they', 'ever', 'did', 'say', 'anything', 'about', 'people', 'like', 'Lucille', 'Warren', ',', 'I', 'know', 'they', ""wouldn't"", 'have', 'dreamed', 'of', 'saying', 'it', 'in', 'front', 'of', 'me', '.']",romance,5,0,0
3136,"['My', 'folks', 'and', 'my', 'faith', 'protected', 'me', 'from', 'things', 'like', 'that', '.']",romance,3,0,0
3137,"['And', 'so', 'I', 'was', 'really', 'upset', 'the', 'first', 'time', 'I', 'discovered', 'that', 'my', 'boy', 'friend', 'Johnnie', 'was', 'seeing', 'Mrs.', 'Warren', '.']",romance,6,1,0
3138,"['I', 'asked', 'him', 'about', 'it', 'one', 'night', 'while', 'we', 'were', 'sitting', 'in', 'his', 'truck', '.']",romance,2,0,0
3139,"['I', 'asked', 'him', 'if', 'it', 'was', 'true', '.']",romance,0,1,0
3140,"['He', 'gave', 'me', 'a', 'straight', ',', 'honest', 'answer', '.']",romance,1,2,0
3141,"['``', 'Look', ',', 'Sue', 'baby', ""''"", ',', ""he'd"", 'said', '.']",romance,3,0,0
3142,"['Much', 'as', 'I', 'love', 'you', '--', 'well', ',', 'a', ""guy's"", 'a', 'guy', 'and', ""Lucille's"", 'willing', 'to', '--', 'to', 'come', 'across', '.']",romance,3,2,0
3143,"['Honest', ',', 'kitten', ',', ""that's"", 'all', 'it', 'is', '--', 'I', ""don't"", 'even', 'like', 'Lucille', 'much', ""''"", '.']",romance,2,1,0
3144,"['I', 'guess', 'it', 'was', 'at', 'that', 'moment', 'that', 'I', 'realized', 'what', 'I', 'was', 'up', 'against', 'in', 'the', 'person', 'of', 'Lucille', 'Warren', '.']",romance,4,0,0
3145,"['But', 'it', ""didn't"", 'seem', 'fair', '.']",romance,1,1,0
3146,"['My', 'love', 'for', 'Johnnie', 'was', 'young', 'and', 'clean', '--', 'how', 'could', 'I', 'possibly', 'compete', 'with', 'a', 'woman', 'like', 'that', ',', 'who', ""didn't"", 'hesitate', 'to', 'use', 'her', 'sex', '.']",romance,4,2,0
3147,"['Johnnie', 'was', 'a', 'trucker', 'with', 'a', 'small', 'lumber', 'outfit', 'in', 'a', 'town', 'about', 'twenty', 'miles', 'away', ',', 'and', 'he', 'was', 'also', 'pretty', 'good', 'at', 'anything', 'in', 'the', 'carpentry', 'line', '.']",romance,10,2,0
3148,"['It', 'was', 'a', 'vivid', ',', 'sharp', 'February', 'morning', 'that', 'Johnnie', 'first', 'made', 'his', 'appearance', 'in', 'my', 'back', 'yard', ',', 'bringing', 'some', 'stuff', 'Dad', 'had', 'ordered', '.']",romance,8,1,0
3149,"['I', ""wasn't"", 'in', 'the', 'habit', 'of', 'batting', 'my', 'eyes', 'at', 'delivery', 'men', ',', 'but', 'the', 'moment', 'I', 'saw', 'Johnnie', ',', 'I', 'knew', 'he', 'was', 'different', '.']",romance,6,1,0
3150,"['He', ""wasn't"", 'only', 'different', '--', 'he', 'was', 'it', '.']",romance,0,1,0
3151,"['He', 'had', 'an', 'easy', 'masculine', 'grace', 'about', 'him', ',', 'the', 'kind', 'that', 'kids', ""don't"", 'have', ',', 'but', 'that', 'I', 'had', 'sometimes', 'admired', 'in', 'other', 'older', 'men', '.']",romance,4,4,0
3152,"['His', 'smile', 'was', 'quick', ',', 'and', 'his', 'eyes', 'held', 'some', 'promised', 'secret', 'that', 'made', 'my', 'knees', 'go', 'limp', '.']",romance,4,1,0
3153,"['The', 'most', 'unbelievable', 'thing', 'about', 'the', 'chance', 'meeting', 'was', 'that', 'he', 'seemed', 'interested', 'in', 'me', ',', 'too', '.']",romance,3,2,0
3154,"['I', 'could', 'hardly', 'believe', 'such', 'good', 'luck', 'was', 'mine', '.']",romance,2,2,0
3155,"['And', 'now', 'Lucille', 'Warren', 'had', 'gotten', 'a', 'look', 'at', 'him', '.']",romance,3,0,0
3156,"['I', 'guess', 'she', 'was', 'between', 'affairs', 'or', 'something', ',', 'but', 'anyway', ',', 'she', 'had', 'set', 'her', 'sights', 'on', 'Johnnie', ',', 'my', 'Johnnie', '.']",romance,5,0,0
3157,"['I', ""didn't"", 'like', 'it', 'one', 'bit', '.']",romance,1,0,0
3158,"['But', 'what', 'could', 'I', 'do', '?', '?']",romance,0,0,0
3159,"['A', 'man', 'had', 'to', 'have', 'his', 'release', '--', 'at', 'least', ""that's"", 'what', 'the', 'boys', 'used', 'to', 'say', 'in', 'high', 'school', '--', 'and', 'I', ""wasn't"", 'providing', 'it', 'for', 'Johnnie', '.']",romance,5,2,0
3160,"['Neither', 'was', 'his', 'wife', '.']",romance,1,0,0
3161,"['She', ""wouldn't"", 'have', ',', 'even', 'if', ""he'd"", 'asked', 'her', '.']",romance,1,0,0
3162,"['But', 'he', ""wouldn't"", 'ask', 'her', '--', 'he', ""wasn't"", 'the', 'kind', 'of', 'man', 'who', 'would', 'force', 'his', 'wife', 'to', 'submit', 'to', 'him', 'against', 'her', 'will', '.']",romance,3,0,0
3163,"['And', 'he', ""wouldn't"", 'leave', 'her', 'either', '--', ""he'd"", 'told', 'me', 'that', '.']",romance,1,0,0
3164,"['He', 'was', 'too', 'honorable', 'to', 'leave', 'his', 'wife', 'penniless', 'and', 'leave', 'those', 'helpless', 'children', 'without', 'their', 'daddy', '.']",romance,4,2,0
3165,"['Johnnie', 'loved', 'me', 'and', 'wanted', 'me', '.']",romance,1,0,0
3166,"['But', 'the', 'only', 'love', 'I', 'was', 'giving', 'him', 'was', 'the', 'pure', 'kind', '.']",romance,3,1,0
3167,"['It', 'was', 'weeks', 'before', 'we', 'even', 'kissed', 'for', 'the', 'first', 'time', '.']",romance,2,1,0
3168,"['Against', 'my', ""folks'"", 'wishes', ',', ""we'd"", 'been', 'seeing', 'each', 'other', 'for', 'short', 'rides', 'in', 'the', 'truck', '.']",romance,4,2,0
3169,"['The', 'rides', 'were', 'tame', 'enough', '--', 'mostly', 'we', 'talked', '.']",romance,1,1,0
3170,"['But', 'by', 'the', 'time', 'the', 'first', 'crackling', 'of', 'spring', 'came', 'around', ',', 'we', 'both', 'knew', 'we', 'were', 'hopelessly', 'in', 'love', '.']",romance,4,1,0
3171,"['Yet', 'even', 'then', 'we', 'did', 'nothing', 'much', 'but', 'talk', ',', 'and', 'maybe', 'neck', 'a', 'little', '.']",romance,1,1,0
3172,"['``', ""It's"", 'so', 'crazy', ""''"", ',', 'I', 'told', 'him', 'once', '.']",romance,1,1,0
3173,"['``', 'I', 'always', 'imagined', 'I', 'would', 'probably', 'end', 'up', 'marrying', 'a', 'minister', 'or', 'somebody', 'like', 'that', '.']",romance,2,0,0
3174,"['Somebody', 'with', 'no', 'vices', '.']",romance,2,0,0
3175,"['You', 'know', ""''"", '.']",romance,0,0,0
3176,"['``', 'And', 'you', 'fall', 'for', 'a', 'lumber', 'jockey', ""''"", '.']",romance,2,0,0
3177,"['``', 'Who', 'drinks', 'far', 'too', 'much', ""''"", '.']",romance,0,1,0
3178,"['``', 'And', 'smokes', 'too', 'much', ""''"", '.']",romance,0,1,0
3179,"['``', 'And', ""''"", ',', 'I', 'was', 'ticking', 'off', 'the', 'items', 'on', 'my', 'fingers', ',', '``', 'swears', 'too', 'much', 'and', 'goes', 'out', 'with', 'the', 'boys', ',', 'whoever', 'they', 'are', ',', 'too', 'much', ',', 'and', 'who', 'ever', 'goes', 'to', 'church', 'and', ""won't"", 'even', 'listen', 'when', 'I', 'try', 'to', 'persuade', 'him', 'to', 'come', 'back', 'to', 'the', 'fold', ""''"", '.']",romance,4,2,0
3180,"['He', 'examined', 'his', 'nails', 'carefully', '.']",romance,1,0,0
3181,"['``', 'I', 'could', 'walk', 'out', 'the', 'door', ""''"", '.']",romance,1,0,0
3182,"['``', ""Don't"", 'you', 'dare', ""''"", '.']",romance,1,0,0
3183,"['``', 'And', 'never', 'show', 'my', 'face', 'or', 'my', 'truck', 'around', 'here', 'again', ""''"", '.']",romance,2,0,0
3184,"['He', 'still', ""wasn't"", 'looking', 'at', 'me', '.']",romance,0,0,0
3185,"['``', 'You', ""wouldn't"", ""''"", '.']",romance,0,0,0
3186,"['``', 'Or', 'I', 'could', 'visit', 'Lucille', 'Warren', ""''"", '.']",romance,2,0,0
3187,"['``', 'You', ""wouldn't"", '.']",romance,0,0,0
3188,"['Please', '!', '!']",romance,0,0,0
3189,"['You', ""wouldn't"", ""''"", '.']",romance,0,0,0
3190,"['He', 'shrugged', 'noncommittally', '.']",romance,0,0,0
3191,"['``', 'I', 'might', ""''"", '.']",romance,0,0,0
3192,"['And', 'now', 'he', 'was', 'seeing', 'her', '.']",romance,0,0,0
3193,"[""He'd"", 'just', 'admitted', 'it', 'to', 'me', '.']",romance,1,0,0
3194,"['I', 'huddled', 'miserably', 'beside', 'him', 'in', 'the', 'truck', '.']",romance,1,1,0
3195,"['It', 'was', 'all', 'my', 'doing', '--', 'his', 'seeing', 'her', '.']",romance,0,0,0
3196,"['Johnnie', 'and', 'I', 'had', 'been', 'innocent', 'in', 'our', 'love', ',', 'and', 'that', 'was', 'the', 'way', 'I', 'wanted', 'to', 'keep', 'it', '.']",romance,3,1,0
3197,"['At', 'first', ',', 'Johnnie', ""hadn't"", 'understood', '--', 'how', 'could', 'he', ',', 'not', 'being', 'a', 'religious', 'person', 'like', 'me', '?', '?']",romance,2,2,0
3198,"['But', 'then', 'he', 'had', 'said', ',', '``', 'All', 'right', ',', 'kid', ',', 'if', ""that's"", 'how', 'you', 'want', 'it', ',', ""that's"", 'how', ""it'll"", 'be', ""''"", '.']",romance,1,2,0
3199,"['But', 'what', 'had', 'I', 'done', ',', 'trying', 'to', 'keep', 'us', 'pure', '?', '?']",romance,0,0,0
3200,"['I', 'had', 'driven', 'him', 'into', 'the', 'arms', 'of', 'that', 'scheming', 'woman', '.']",romance,2,0,0
3201,"['I', 'had', 'just', 'the', 'same', 'as', 'delivered', 'him', 'into', 'the', 'hands', 'of', 'the', 'Devil', '!', '!']",romance,2,2,0
3202,"['So', 'one', 'week', 'later', ',', 'I', 'surrendered', 'to', 'him', 'in', 'the', 'little', 'motel', 'on', 'Route', '10', '.']",romance,3,1,0
3203,"['My', 'very', 'first', 'time', '.']",romance,1,1,0
3204,"['I', 'was', 'desperate', 'to', 'hold', 'him', ',', 'to', 'give', 'him', 'whatever', 'in', 'this', 'world', 'he', 'wanted', 'or', 'needed', ',', 'and', 'to', 'keep', 'him', 'from', 'the', 'clutches', 'of', 'Lucille', 'Warren', '.']",romance,4,1,0
3205,"['And', ',', 'though', 'at', 'the', 'time', 'I', 'blushed', 'to', 'admit', 'it', 'even', 'to', 'myself', ',', 'there', 'was', 'in', 'me', 'a', 'growing', 'desire', ',', 'a', 'sexual', 'awareness', ',', 'that', 'Johnnie', 'had', 'set', 'in', 'motion', ',', 'an', 'awareness', 'that', 'no', 'other', 'man', 'had', 'ever', 'triggered', '.']",romance,7,2,0
3206,"['I', 'wanted', 'him', ',', 'with', 'a', 'terrifying', 'fierceness', '.']",romance,1,0,0
