,label,sentence,NN,JJ,RB
1277,romance,"['``', 'The', 'artist', 'is', 'like', 'a', 'fragment', 'of', 'a', 'mosaic', '--', 'no', ',', 'he', 'is', 'more', 'than', 'that', ',', 'a', 'virtuoso', 'performer', 'in', 'some', 'vast', 'philharmonic', '.']",5,3,0
1278,romance,"['One', 'of', 'these', 'days', ',', ""I'm"", 'going', 'to', 'organize', 'a', 'gigantic', 'exhibition', 'that', 'will', 'span', 'everything', ""that's"", 'being', 'painted', 'these', 'days', ',', 'from', 'extreme', 'abstract', 'expressionism', 'to', 'extreme', 'photorealism', ',', 'and', 'then', ""you'll"", 'be', 'able', 'to', 'see', 'at', 'a', 'glance', 'how', 'much', 'artists', 'have', 'in', 'common', 'with', 'each', 'other', '.']",10,7,2
1279,romance,"['The', 'eye', 'is', 'all', ',', 'inward', 'or', 'outward', '.']",3,0,0
1280,romance,"['Ah', ',', 'what', 'a', 'title', 'for', 'the', 'exhibition', ':', 'The', 'Eye', 'is', 'All', ""''"", '!', '!']",4,0,0
1281,romance,"['``', 'What', 'do', 'you', 'study', ""''"", '?', '?']",0,0,0
1282,romance,"['I', 'asked', '.']",0,0,0
1283,romance,"['I', 'was', 'fascinated', ';', ';']",0,0,0
1284,romance,"['just', 'listening', 'to', 'him', 'made', 'me', 'feel', 'intelligent', '.']",0,1,1
1285,romance,"['``', ""I'm"", 'studying', 'anatomy', 'with', 'Burns', ""''"", ',', 'he', 'replied', '.']",3,0,0
1286,romance,"['``', 'Maybe', 'you', 'know', 'him', '.']",0,0,1
1287,romance,"['He', 'teaches', 'at', 'the', 'Manhattan', 'School', 'of', 'Art', ""''"", '.']",3,0,0
1288,romance,"['I', 'nodded', '.']",0,0,0
1289,romance,"['I', 'had', 'studied', 'with', 'Burns', 'ten', 'years', 'before', ',', 'during', 'the', 'scholarship', 'year', 'the', 'Manhattan', 'gave', 'me', ',', 'along', 'with', 'the', 'five-hundred-dollar', 'prize', 'for', 'my', 'paintings', 'of', 'bums', 'on', 'Hudson', 'Street', '.']",9,2,1
1290,romance,"['Burns', 'and', 'I', 'had', 'not', 'loved', 'each', 'other', '.']",1,1,1
1291,romance,"['``', ""I'm"", 'also', 'studying', 'enameling', 'with', 'Hajime', 'Iijima', ""''"", ',', 'he', 'went', 'on', ',', '``', 'and', 'twice', 'a', 'week', 'I', 'go', 'to', 'a', 'life', 'class', 'taught', 'by', 'Pendleton', ""''"", '.']",8,0,2
1292,romance,"['``', 'Osric', 'Pendleton', ""''"", '?', '?']",1,1,0
1293,romance,"['I', 'said', '.']",0,0,0
1294,romance,"['``', 'My', 'God', ',', 'is', 'he', 'still', 'alive', '?', '?']",1,0,1
1295,romance,"['He', 'must', 'be', 'a', 'million', 'years', 'old', '.']",1,1,0
1296,romance,"['I', 'went', 'to', 'a', 'retrospective', 'of', 'his', 'work', 'when', 'I', 'was', 'eighteen', ',', 'and', 'I', 'thought', 'he', 'was', 'a', 'contemporary', 'of', ""Cezanne's"", ""''"", '.']",3,2,0
1297,romance,"['``', 'Not', 'quite', ""''"", '.']",0,0,2
1298,romance,"['Askington', 'laughed', '.']",1,0,0
1299,romance,"['``', ""He's"", 'about', 'sixty', ',', 'now', '.']",2,0,1
1300,romance,"['Still', 'painting', ',', 'still', 'a', 'kind', 'of', 'modern', 'impressionist', ',', 'beautiful', 'canvases', 'of', 'mountains', 'and', 'farms', '.']",5,2,2
1301,romance,"['He', 'even', 'makes', 'the', 'city', 'look', 'like', 'one', 'of', ""Thoreau's"", 'hangouts', '.']",4,0,1
1302,romance,"[""I've"", 'always', 'admired', 'him', ',', 'and', 'when', 'I', 'heard', 'he', 'was', 'taking', 'a', 'few', 'pupils', ',', 'I', 'went', 'to', 'him', 'and', 'joined', 'his', 'class', ""''"", '.']",3,1,1
1303,romance,"['``', 'Yes', ',', 'it', 'sounds', 'great', ""''"", ',', 'I', 'said', ',', '``', 'but', 'suppose', 'you', ""don't"", 'think', 'of', 'yourself', 'as', 'an', 'impressionist', 'painter', ""''"", '?', '?']",1,3,0
1304,romance,"['``', ""You're"", 'missing', 'the', 'point', ""''"", ',', 'he', 'said', '.']",2,0,0
1305,romance,"['``', 'He', 'has', 'the', 'magical', 'eye', '.']",1,1,0
1306,romance,"['And', 'he', 'is', 'a', 'great', 'man', '.']",1,1,0
1307,romance,"['Contact', 'with', 'him', 'is', 'stimulating', '.']",1,0,0
1308,romance,"['And', ""that's"", 'the', 'trouble', 'with', 'so', 'many', 'artists', 'today', '.']",3,1,1
1309,romance,"['They', 'lack', 'stimulation', '.']",1,0,0
1310,romance,"['They', 'sit', 'alone', 'in', 'their', 'rooms', 'and', 'try', 'to', 'paint', ',', 'and', 'only', 'succeed', 'in', 'isolating', 'themselves', 'still', 'farther', 'from', 'life', '.']",2,0,4
1311,romance,"[""That's"", 'one', 'of', 'the', 'reasons', 'art', 'is', 'becoming', 'a', 'useless', 'occupation', '.']",4,1,0
1312,romance,"['In', 'the', 'Middle', 'Ages', ',', 'in', 'the', 'Renaissance', ',', 'right', 'up', 'to', 'the', 'early', 'nineteenth', 'century', ',', 'the', 'painter', 'was', 'a', 'giant', 'in', 'the', 'world', '.']",6,3,1
1313,romance,"['He', 'was', 'an', 'artisan', ',', 'a', 'man', 'who', 'studied', 'his', 'trade', 'and', 'developed', 'his', 'craftsmanship', 'the', 'way', 'a', 'goldsmith', 'or', 'a', 'wood', 'carver', 'did', '.']",7,1,0
1314,romance,"['He', 'filled', 'a', 'real', 'need', ',', 'showing', 'society', 'what', 'it', 'looked', 'like', ',', 'turning', 'it', 'inside', 'out', ',', 'portraying', 'its', 'wars', 'and', 'its', 'leaders', ',', 'its', 'ugliness', 'and', 'its', 'beauties', ',', 'reflecting', 'its', 'profound', 'religious', 'impulses', '.']",7,3,0
1315,romance,"['He', 'was', 'a', 'propagandist', '--', 'they', ""weren't"", 'afraid', 'of', 'the', 'word', ',', 'then', '--', 'satirist', ',', 'nature', 'lover', ',', 'philosopher', ',', 'scientist', ',', 'what', 'you', 'will', ',', 'a', 'member', 'of', 'every', 'party', 'and', 'of', 'no', 'party', '.']",9,1,2
1316,romance,"['But', 'look', 'at', 'us', 'today', '!', '!']",2,0,0
1317,romance,"['We', 'hold', 'safe', 'little', 'jobs', 'illustrating', 'tooth-paste', 'ads', 'or', 'the', 'salacious', 'incidents', 'in', 'trivial', 'novels', ',', 'and', 'most', 'of', 'our', 'easel', 'painting', 'is', 'nothing', 'but', 'picking', 'the', 'fluff', 'out', 'of', 'the', 'navel', 'so', 'it', 'can', 'be', 'contemplated', 'in', 'greater', 'purity', '.']",11,6,0
1318,romance,"['A', 'bunch', 'of', 'amateur', 'dervishes', '!', '!']",2,1,0
1319,romance,"['What', 'we', 'need', 'is', 'to', 'get', 'back', 'to', 'the', 'group', ',', 'to', 'learning', 'and', 'apprenticeship', ',', 'to', 'the', 'cafe', 'and', 'the', 'school', ""''"", '.']",4,0,1
1320,romance,"['He', 'could', 'certainly', 'talk', '.']",0,0,1
1321,romance,"['The', 'upshot', 'of', 'the', 'evening', 'was', 'that', 'I', 'got', 'the', 'address', 'of', ""Pendleton's"", 'studio', '--', 'or', 'rather', ',', 'of', 'the', 'studio', 'in', 'which', 'he', 'gave', 'his', 'classes', ',', 'for', 'he', ""didn't"", 'work', 'there', 'himself', '--', 'and', 'joined', 'the', 'life', 'class', ',', 'which', 'met', 'every', 'Tuesday', 'and', 'Thursday', 'from', 'ten', 'to', 'twelve', 'in', 'the', 'morning', '.']",14,0,2
1322,romance,"['It', 'was', 'an', 'awkward', 'hour', ',', 'but', 'I', ""didn't"", 'have', 'to', 'punch', 'any', 'time', 'clock', ',', 'and', 'it', 'only', 'meant', 'that', 'sometimes', 'I', 'had', 'to', 'stay', 'a', 'couple', 'of', 'hours', 'later', 'at', 'the', 'drawing', 'board', 'to', 'finish', 'up', 'a', 'job', '.']",7,1,3
1323,romance,"['After', 'a', 'short', 'time', ',', 'both', 'George', 'and', 'Donald', 'joined', 'the', 'class', 'with', 'me', 'so', 'they', ""wouldn't"", 'feel', 'lonely', ',', 'and', 'we', 'used', 'to', 'hang', 'a', 'sign', 'on', 'the', 'door', 'of', 'the', 'Brush-off', 'reading', 'out', 'to', 'work', '.']",8,1,1
1324,romance,"['It', 'was', 'mostly', 'for', 'the', 'benefit', 'of', 'the', 'mailman', ',', 'because', 'hardly', 'anybody', 'else', 'ever', 'visited', 'us', '.']",3,1,3
1325,romance,"['In', 'a', 'way', ',', 'Askington', 'was', 'right', '.']",2,0,1
1326,romance,"['``', 'Stimulating', ""''"", 'was', 'the', 'word', 'for', 'it', '.']",1,0,0
1327,romance,"['I', ""don't"", 'know', 'that', 'it', 'was', 'always', 'as', 'rewarding', 'as', 'I', 'had', 'expected', 'it', 'to', 'be', '.']",0,0,2
1328,romance,"['Partly', ',', 'it', 'was', 'because', 'Pendleton', 'himself', ""wasn't"", 'what', 'I', 'anticipated', '.']",1,0,1
1329,romance,"['I', 'had', 'come', 'prepared', 'to', 'worship', 'at', 'the', 'feet', 'of', 'this', 'classic', ',', 'and', 'he', 'turned', 'out', 'to', 'be', 'a', 'rather', 'bitter', 'old', 'man', 'who', 'smelled', 'of', 'dead', 'cigars', '.']",3,4,1
1330,romance,"['No', ',', 'that', ""isn't"", 'quite', 'fair', '.']",0,2,1
1331,romance,"['Actually', ',', 'there', 'was', 'a', 'lot', 'of', 'force', 'in', 'him', ',', 'which', 'is', 'why', 'I', 'kept', 'on', 'in', 'that', 'class', 'instead', 'of', 'quitting', 'after', 'a', 'week', '.']",4,0,2
1332,romance,"['Such', 'a', 'little', 'thing', 'to', 'start', 'with', '--', 'the', 'car', 'registration', '.']",3,2,0
1333,romance,"['``', 'Ida', ',', 'where', 'is', 'the', 'car', 'license', ""''"", '?', '?']",3,0,0
1334,romance,"['She', 'asked', '.']",0,0,0
1335,romance,"['``', 'I', ""can't"", 'find', 'it', 'in', 'the', 'glove', 'compartment', ""''"", '.']",2,0,0
1336,romance,"['``', 'Via', 'must', 'have', 'it', ""''"", ',', 'I', 'answered', 'readily', 'enough', ',', 'recalling', 'her', 'last', 'visit', '.']",2,1,2
1337,romance,"['``', 'Via', ""''"", ',', 'she', 'was', 'frowning', '.']",1,0,0
1338,romance,"['``', 'Why', 'should', 'Via', 'have', 'it', ""''"", '?', '?']",0,0,0
1339,romance,"['Had', 'she', 'forgotten', 'she', 'had', 'signed', 'the', 'car', 'away', ',', 'that', 'whatever', 'they', 'mutually', 'owned', 'had', 'been', 'divided', 'among', 'the', 'children', '?', '?']",3,0,2
1340,romance,"['I', 'was', 'silent', '.']",0,1,0
1341,romance,"['I', ""didn't"", 'want', 'to', 'stir', 'things', 'up', '.']",1,0,0
1342,romance,"['``', 'I', 'drive', 'my', 'own', 'car', 'by', 'courtesy', 'of', 'Via', ""''"", '?', '?']",3,1,0
1343,romance,"['``', ""I'm"", 'sure', ""she'd"", 'turn', 'it', 'over', 'to', 'you', ',', 'if', ""you'd"", 'rather', '.']",3,2,1
1344,romance,"['You', 'know', 'that', ""''"", '.']",0,0,0
1345,romance,"['She', 'looked', 'as', 'if', 'she', 'were', 'accusing', 'me', 'of', 'some', 'fraud', '.']",1,0,0
1346,romance,"['``', 'She', 'must', 'have', 'taken', 'the', 'registration', 'when', 'she', 'went', 'to', ""Walter's"", '.']",2,0,0
1347,romance,"[""I'll"", 'call', 'her', ""''"", '.']",1,0,0
1348,romance,"['``', 'No', ',', 'thank', 'you', '.']",0,0,0
1349,romance,"['I', 'want', 'nothing', 'of', ""Via's"", ""''"", '.']",2,0,0
1350,romance,"['Why', 'should', 'this', 'suddenly', 'assail', 'her', '?', '?']",0,0,1
1351,romance,"['Walter', 'was', 'giving', 'me', 'checks', 'for', 'my', 'pay', ',', 'the', 'household', 'bills', '.']",5,0,0
1352,romance,"['Had', 'she', 'been', 'in', 'such', 'a', 'turmoil', 'that', 'this', 'had', 'slipped', 'her', 'mind', '?', '?']",3,1,0
1353,romance,"['``', 'What', 'a', 'fool', ""I've"", 'been', ""''"", ',', 'she', 'said', 'quietly', '.']",2,0,1
1354,romance,"['``', 'I', 'knew', 'all', 'this', ',', 'but', 'I', 'paid', 'no', 'attention', '.']",1,0,0
1355,romance,"['I', ""don't"", 'even', 'own', 'the', 'house', ""I'm"", 'standing', 'in', '.']",3,0,1
1356,romance,"['I', 'was', 'so', 'sure', 'it', 'was', 'all', 'temporary', 'that', 'we', 'would', 'all', 'embrace', ',', 'and', 'then', 'the', 'lawyer', 'would', 'tear', 'up', 'all', 'those', 'things']",3,2,2
1357,romance,"['``', 'It', 'narrows', 'down', 'down', 'down', 'and', 'finally', 'there', 'is', 'no', 'way', 'out', '.']",1,0,4
1358,romance,"['If', 'I', 'am', 'not', 'to', 'be', 'Mrs.', 'Salter', 'I', 'am', 'nothing', ""''"", '.']",3,0,1
1359,romance,"['I', 'suppose', 'I', 'should', 'have', 'paid', 'attention', 'to', 'that', 'half-murmured', 'remark', ',', 'but', 'it', 'seemed', 'one', 'of', 'those', 'extreme', 'statements', 'women', 'under', 'stress', 'indulge', 'in', '.']",6,2,0
1360,romance,"['I', 'love', 'you', ',', 'I', 'hate', 'you', ',', 'I', 'feel', 'like', 'killing', 'you', 'and', 'myself', ',', 'and', 'in', 'the', 'same', 'sequence', 'I', 'love', 'you', 'I', 'think', ""you're"", 'the', 'most', 'wonderful', 'the', 'most', 'noble', 'and', 'so', 'on', 'and', 'on', ',', 'meanwhile', 'eating', 'a', 'good', 'breakfast', 'and', 'dinner', 'and', 'enjoying', 'living', '.']",4,4,4
1361,romance,"['So', 'I', 'went', 'about', 'my', 'business', '.']",1,0,1
1362,romance,"['I', 'made', 'a', 'lemon', 'sponge', ',', 'a', 'light', 'dessert', ',', 'roasted', 'a', 'chicken', ',', 'parboiled', 'some', 'frozen', 'vegetables', ',', 'so', 'there', 'would', 'be', 'something', 'nice', 'in', 'the', 'icebox', 'for', 'the', 'weekend', '.']",7,4,0
1363,romance,"['``', ""Don't"", 'bother', ',', 'Ida', ""''"", ',', 'she', 'said', '.']",3,0,0
1364,romance,"['``', 'I', 'have', 'these', 'appointments', 'in', 'town', 'for', 'Saturday', ',', 'and', ""I'll"", 'probably', 'spend', 'Sunday', 'with', 'Dolly', 'or', 'the', 'Thaxters', ""''"", '.']",7,0,1
1365,romance,"['At', 'last', ',', 'I', 'thought', ',', ""she's"", 'recovering', 'her', 'spirits', '.']",1,2,0
1366,romance,"['With', 'this', 'movie-to-be', 'in', 'London', ',', 'and', 'new', 'faces', 'about', 'her', 'there', ',', 'she', 'would', 'soon', 'be', 'a', 'more', 'tranquil', ',', 'a', 'wiser', 'person', ',', 'all', 'the', 'better', 'for', 'her', 'stay', 'out', 'here', '.']",5,3,3
1367,romance,"['I', 'felt', 'more', 'cheerful', ',', 'as', 'if', 'I', 'had', 'had', 'a', 'part', 'in', 'bringing', 'her', 'through', 'to', 'a', 'greater', 'tolerance', 'of', 'herself', '.']",3,2,1
1368,romance,"['And', 'I', 'went', 'back', 'to', 'my', 'own', 'cottage', 'to', 'live', 'my', 'own', 'little', 'patch', 'of', 'life', '.']",3,3,1
1369,romance,"['It', 'was', 'foggy', 'that', 'evening', ',', 'but', 'the', 'path', 'to', 'my', 'house', 'was', 'so', 'well', 'grooved', 'that', 'I', 'could', 'feel', 'my', 'way', ',', 'accustomed', 'as', 'I', 'was', 'to', 'the', 'dense', 'mists', 'that', 'rise', 'from', 'the', 'sun-warmed', 'palisades', 'of', 'the', 'river', 'and', 'sometimes', 'last', 'for', 'days', '.']",8,3,3
1370,romance,"['In', 'the', 'morning', 'the', 'fog', 'was', 'still', 'thick', 'so', 'that', 'to', 'go', 'to', 'the', 'village', 'I', 'crept', 'along', 'with', 'my', 'headlights', 'full', 'on', '.']",4,2,3
1371,romance,"['I', 'did', 'notice', 'a', 'twinkle', 'of', 'light', 'from', 'the', 'big', 'house', 'through', 'the', 'woods', 'but', 'as', 'I', 'had', 'left', 'a', 'light', 'on', 'in', 'my', 'own', 'house', 'because', 'of', 'the', 'fog', 'I', 'assumed', 'Mrs.', 'Salter', 'had', 'done', 'the', 'same', 'before', 'she', 'left', 'for', 'town', '.']",10,3,1
1372,romance,"['I', 'did', 'my', 'shopping', ',', 'had', 'my', 'dentist', 'appointment', ',', 'and', 'from', 'there', 'I', 'went', 'to', 'the', ""women's"", 'lunch', 'at', 'our', 'parish', 'church', 'where', 'we', 'discussed', 'plans', 'for', 'the', 'annual', 'Christmas', 'bazaar', ',', 'so', 'that', 'dusk', 'was', 'beginning', 'to', 'gather', 'when', 'I', 'drove', 'home', 'in', 'the', 'late', 'afternoon', '.']",11,4,0
1373,romance,"['But', 'the', 'next', 'day', '--', 'Sunday', '.']",2,1,0
1374,romance,"['Why', ',', 'when', 'I', 'drove', 'down', 'to', 'church', ',', ""didn't"", 'it', 'speak', 'to', 'me', ',', 'seeing', 'the', 'lights', 'still', 'on', 'and', 'the', 'day', 'crisp', 'and', 'clear', '?', '?']",4,0,2
1375,romance,"['Prisoners', 'brought', 'to', 'the', 'dock', 'accused', 'of', 'murder', 'or', 'accident', 'say', 'they', 'cannot', 'remember', ',', 'and', 'reading', 'the', 'accounts', 'of', 'their', 'testimony', 'you', 'cannot', 'believe', 'that', 'the', 'mind', 'can', 'remove', ',', 'absent', 'itself', ',', 'unsee', '.']",7,0,1
1376,romance,"['When', 'I', 'came', 'back', 'from', 'church', 'at', 'noon', 'Mrs.', 'Thaxter', 'was', 'turning', 'into', 'the', 'Salter', 'driveway', '.']",6,0,1
1377,romance,"['Even', 'at', 'a', ""car's"", 'length', 'I', 'could', 'sense', 'that', 'something', 'was', 'wrong', ',', 'and', 'so', 'I', 'followed', 'her', 'up', 'to', 'the', 'turnaround', 'in', 'front', 'of', 'the', 'house', '.']",6,1,2
1378,romance,"['Dolly', 'Engisch', 'was', 'waiting', 'there', 'on', 'the', 'steps', 'and', 'she', 'came', 'running', 'toward', 'us', '.']",2,0,2
1379,romance,"['``', ""She's"", 'nowhere', ',', 'nowhere', ""''"", '!', '!']",1,0,2
1380,romance,"['She', 'screamed', ',', 'and', 'both', 'women', 'ran', 'up', 'to', 'the', 'house', ',', 'and', 'I', 'followed', '.']",2,0,1
1381,romance,"['The', 'search', 'began', ',', 'in', 'all', 'the', 'rooms', ',', 'running', 'upstairs', ',', 'down', ',', 'opening', 'closets', ',', 'talking', ',', 'exclaiming', 'in', 'rushes', 'and', 'gasps', '.']",6,0,1
1382,romance,"['Everything', 'was', 'as', 'I', 'had', 'left', 'it', 'the', 'night', 'before', 'last', '--', 'her', 'portfolio', 'and', 'bag', 'for', 'town', ',', 'her', 'lingerie', 'and', 'dress', 'and', 'shoes', 'laid', 'out', 'only', 'her', 'mink', 'coat', 'was', 'missing', '.']",10,1,1
1383,romance,"['And', 'she', '.']",0,0,0
1384,romance,"['Then', 'the', 'telephoning', 'began', '.']",1,0,1
1385,romance,"['I', ',', 'who', 'until', 'that', 'day', 'before', 'had', 'been', 'Mrs.', ""Salter's"", 'friend', ',', 'her', 'equal', ',', 'was', 'the', 'servant', 'now', '.']",5,1,1
1386,romance,"['It', 'was', 'Dolly', 'and', 'Mrs.', 'Thaxter', 'who', 'were', 'calling', 'Via', ',', 'everybody', '.']",5,0,0
1387,romance,"['And', 'when', 'they', 'spoke', 'they', 'spoke', 'to', 'each', 'other', 'and', 'not', 'to', 'me', '.']",0,1,1
1388,romance,"['And', 'after', 'I', 'brought', 'them', 'sandwiches', 'and', 'coffee', 'I', 'had', 'to', 'go', 'back', 'to', 'my', 'place', 'in', 'the', 'kitchen', 'and', 'wait', '.']",5,0,1
1389,romance,"['Sitting', 'in', 'the', 'kitchen', 'I', 'recalled', 'every', 'word', 'Mrs.', 'Salter', 'said', 'that', 'could', 'have', 'been', 'a', 'sign', 'to', 'me', '.']",5,0,0
1390,romance,"['``', 'If', 'I', 'am', 'not', 'to', 'be', 'Mrs.', 'Salter', 'then', 'I', 'am', 'nothing', ""''"", '.']",3,0,2
1391,romance,"['Why', ""didn't"", 'that', 'alarm', 'me', 'then', '?', '?']",2,0,1
1392,romance,"['And', 'when', 'she', 'returned', 'from', 'taking', 'her', 'guests', 'back', 'to', 'New', 'York', 'she', 'had', 'said', ',', '``', 'All', 'they', 'talked', 'about', 'was', 'Harvie', 'Harvie', 'this', ',', 'Harvie', 'that', 'When', 'they', 'know', 'the', 'truth', 'will', 'they', 'drop', 'away', 'from', 'me', ',', 'will', 'I', 'become', 'a', 'nothing', ""''"", '?', '?']",8,0,2
1393,romance,"['And', 'then', 'I', 'remembered', 'a', 'few', 'years', 'before', 'after', 'their', 'return', 'from', 'a', 'short', 'trip', 'to', 'Rome', 'I', 'had', 'heard', 'her', 'boast', ',', 'over', 'and', 'over', 'again', ',', '``', 'On', 'the', 'boat', 'people', 'liked', 'me', 'for', 'myself', ""''"", '.']",7,2,3
1394,romance,"['I', 'had', 'made', 'a', 'habit', 'of', 'calling', 'her', 'at', 'night', 'from', 'my', 'cottage', ',', 'just', 'to', 'check', '.']",3,0,1
1395,romance,"['The', 'last', 'night', 'I', 'had', 'called', ',', 'but', 'the', 'line', 'was', 'always', 'busy', 'and', 'it', 'reassured', 'me', '.']",2,2,1
1396,romance,"['I', 'assumed', 'it', 'was', 'one', 'of', 'those', 'hour-long', 'conversations', 'with', 'Dolly', 'or', 'Constance', ',', 'she', 'comfortable', 'in', 'bed', '.']",4,2,0
1397,romance,"['But', 'it', 'seemed', 'not', 'from', 'what', 'they', 'were', 'saying', '.']",0,0,1
1398,romance,"['Then', 'was', 'it', 'a', 'final', 'desperate', 'plea', 'from', 'her', ',', 'to', 'whom', '?', '?']",2,1,1
1399,romance,"['Hanging', 'on', 'and', 'on', 'past', 'any', ""man's"", 'patience', 'some', 'final', 'stab', 'of', 'conclusion', '?', '?']",4,2,0
1400,romance,"['She', 'was', 'found', 'the', 'day', 'after', 'at', 'the', 'bottom', 'of', 'the', 'cliff', '.']",3,0,0
1401,romance,"['I', 'tried', 'to', 'believe', 'that', 'what', 'must', 'have', 'happened', 'was', 'that', ',', 'restless', ',', 'disturbed', 'by', 'this', 'telephone', 'call', 'or', 'whatever', ',', 'she', 'walked', 'out', 'in', 'the', 'night', ',', 'as', 'she', 'had', 'a', 'habit', 'of', 'doing', '.']",6,0,0
1402,romance,"['Sometimes', 'she', 'took', 'the', 'path', 'that', 'winds', 'up', 'around', 'my', 'cottage', 'to', 'the', 'walk', 'at', 'the', 'edge', 'of', 'the', 'cliff', '.']",5,0,1
1403,romance,"[""It's"", 'so', 'romantic', 'up', 'there', ',', 'she', 'used', 'to', 'say', ',', 'with', 'the', 'broad', 'river', 'gleaming', 'in', 'its', 'moontrack', 'like', 'an', 'enormous', 'dark', 'mirror', 'and', 'all', 'the', 'sounds', 'of', 'the', 'night', ',', 'so', 'poetic', '.']",8,4,3
1404,romance,"['With', 'all', 'that', 'warm', 'rain', 'and', 'the', 'fog', 'it', 'might', 'have', 'been', 'as', 'simple', 'as', 'a', 'loosened', 'rock', ',', 'a', 'misstep', '.']",4,3,1
1405,romance,"['But', 'I', ""didn't"", 'really', 'think', 'it', 'was', 'as', 'simple', 'as', 'that', ',', 'nor', 'did', 'anyone', 'else', '.']",1,1,3
1406,romance,"['When', 'a', 'fisherman', 'brought', 'her', 'up', 'in', 'his', 'arms', ',', 'still', ',', 'small', ',', 'as', 'if', 'she', 'were', 'a', 'child', 'asleep', ',', 'I', 'began', 'to', 'shudder', 'with', 'a', 'terrible', 'excitement', ',', 'almost', 'triumphant', ',', 'that', 'I', 'still', 'cannot', 'account', 'for', '.']",6,3,3
1407,romance,"['Was', 'it', 'a', 'hysterical', 'release', 'from', 'the', 'long', 'strain', 'of', 'vigilance', 'of', 'those', 'weeks', '?', '?']",4,2,0
1408,romance,"['That', 'at', 'last', 'the', 'vigilance', ',', 'the', 'will', 'gives', 'way', '?', '?']",2,1,0
1409,romance,"['Or', 'what', 'was', 'it', 'that', ',', 'before', 'Via', ',', 'Sonny', ',', 'Walter', 'and', 'all', ',', 'I', 'began', 'almost', 'to', 'dance', 'with', 'shuddering', 'and', 'cry', 'out', ',', '``', 'I', 'knew', ""she'd"", 'do', 'it', '!', '!']",5,0,3
1410,romance,"['I', 'knew', ""''"", '!', '!']",0,0,0
1411,romance,"['Everyone', 'stared', 'at', 'me', 'and', 'drew', 'back', '.']",1,0,1
1412,romance,"['Their', 'eyes', 'turned', 'cold', 'and', 'accusing', ',', 'even', ""Via's"", '.']",3,1,1
1413,romance,"['And', 'they', 'have', 'never', 'changed', '.']",0,0,1
1414,romance,"['At', 'the', 'same', 'time', 'that', 'I', 'thought', 'I', 'understood', 'her', 'at', 'long', 'last', 'and', 'pitied', 'her', ',', 'underneath', 'this', 'knowing', 'had', 'there', 'burned', 'unquenched', 'by', 'my', 'pity', 'a', 'fire', 'of', 'hate', ',', 'an', 'enduring', 'envy', 'that', 'burst', 'out', 'in', 'that', 'ghastly', 'outcry', '?', '?']",7,4,1
1415,romance,"['Was', 'that', 'what', 'had', 'given', 'way', 'in', 'me', '?', '?']",2,0,0
1416,romance,"['Even', 'now', 'I', 'am', 'appalled', 'at', 'how', 'little', 'anyone', 'knows', 'of', 'what', 'they', 'really', 'are', '.']",1,1,3
1417,romance,"['It', 'is', 'absurd', 'of', 'course', 'to', 'say', 'that', 'that', 'one', 'exclamation', 'estranged', 'me', 'from', 'the', 'family', 'I', 'considered', 'my', 'very', 'own', ',', 'but', 'there', 'it', 'hangs', ',', 'a', 'cooling', 'void', 'that', 'broke', 'our', 'close', 'connection', 'with', 'each', 'other', '.']",6,4,1
1418,romance,"['At', 'the', 'time', 'I', 'was', 'filled', 'with', 'self-pity', 'at', 'this', 'separation', ',', 'but', 'in', 'the', 'years', 'since', 'I', 'have', 'come', 'to', 'understand', 'that', 'the', 'sight', 'of', 'me', 'was', 'painful', 'to', 'them', 'after', 'that', 'outcry', '.']",6,1,0
1419,romance,"['In', 'my', 'person', 'they', 'would', 'always', 'remember', 'that', 'last', 'long', 'time', 'of', 'me', 'alone', 'with', 'her', ',', 'so', 'if', 'they', 'told', 'themselves', 'that', 'I', 'could', 'have', 'prevented', 'it', ',', 'I', 'can', 'understand', 'that', 'by', 'now', 'and', 'love', 'them', 'still', ',', 'because', 'everyone', 'must', 'justify', ',', 'have', 'a', 'scapegoat', 'for', 'what', 'is', 'not', 'to', 'be', 'borne', '.']",4,3,6
1420,romance,"['It', 'is', 'not', 'their', 'avoidance', 'that', 'rankles', ';', ';']",1,0,1
1421,romance,"['it', 'is', 'when', 'I', 'meet', 'someone', 'who', 'was', 'a', 'close', 'friend', 'of', 'the', 'family', ',', 'and', 'therefore', 'of', 'mine', ',', 'and', 'they', 'nod', 'to', 'me', 'so', 'coolly', 'and', 'walk', 'away', ',', 'that', 'it', 'hurts', '.']",4,1,4
1422,romance,"['I', 'could', 'tell', 'them', ',', 'but', 'no', 'one', 'ever', 'asked', ',', 'why', 'I', 'had', 'cried', 'out', 'so', 'triumphantly', 'at', 'the', 'sight', 'of', 'her', 'body', '.']",2,0,3
1423,romance,"['No', ',', 'I', 'forget', 'Mrs.', 'Mathias', ',', 'who', 'had', 'been', 'away', 'visiting', 'a', 'married', 'daughter', 'when', 'it', 'happened', '.']",3,1,1
1424,romance,"['She', 'haunted', 'me', ';', ';']",0,0,0
1425,romance,"['she', 'persisted', 'in', 'explaining', 'how', 'and', 'why', 'she', 'had', 'advised', 'Mrs.', 'Salter', 'to', 'return', 'to', 'the', 'country', '.']",3,0,0
1426,romance,"['``', 'We', 'all', 'feel', 'guilty', ""''"", ',', 'I', 'turned', 'away', 'from', 'her', 'coldly', '.']",1,1,1
